"Dataset" "MW_PRE1" "MW_POST1" "MeanDiff_PRE1_POST1" "SD_PRE1" "SD_POST1" "Cohens_d_PRE1_POST1" "Cor_PRE1_POST1" "Cor_pairwise_PRE1_PRE2" "Cor_pairwise_PRE2_PRE3" "Cor_pairwise_PRE3_PRE4" "Cor_pairwise_PRE4_PRE5" "Cor_pairwise_POST1_POST2" "Cor_pairwise_POST2_POST3" "Cor_pairwise_POST3_POST4" "Cor_pairwise_POST4_POST5"
"104" "cor_04_dataset_k42" 10.39774 10.25963 0.138110000000001 3.45056255648547 4.24580764188927 0.0356995779299927 0.177512993178116 0.325485421397668 0.32920451799546 0.32340203835845 0.330199109839573 0.340083199092795 0.33811186909924 0.341023872319294 0.343988299682488
"105" "cor_04_dataset_k43" 10.38928 8.92275 1.46653 3.45778551162539 4.23160980038508 0.37952524641309 0.177968704750872 0.3222501254293 0.326419906927788 0.326654707739261 0.329787670383051 0.337827751230578 0.337926386582063 0.335047513107035 0.340191688090075
"106" "cor_04_dataset_k44" 10.40002 8.94083 1.45919 3.46876697445119 4.24107165442743 0.376641779190477 0.182891929858103 0.326188916539038 0.329565570287485 0.324025212517523 0.324998781724314 0.338735570222058 0.335006349234372 0.336091793302662 0.340536147965992
"107" "cor_04_dataset_k45" 10.39192 10.11845 0.273470000000001 3.45157034507171 4.23096899167154 0.0708290449797831 0.180122279128156 0.328372262645983 0.328615926575045 0.327377658144965 0.323707474995699 0.343967288848403 0.336840529643859 0.337837421602277 0.343362184061729
"108" "cor_04_dataset_k46" 10.37756 10.11919 0.258370000000001 3.46285263329002 4.22955584374132 0.066844121245319 0.173397312789727 0.3240034204358 0.319873303745482 0.326233767347255 0.326746620084155 0.336299629471978 0.336936502092279 0.345068547047264 0.340826445947187
"109" "cor_04_dataset_k47" 10.37908 9.06535 1.31373 3.4577937932993 4.22383685592588 0.340356348642623 0.175553935212414 0.32834405234692 0.325425803668346 0.324712492529535 0.329205558153181 0.334680653056005 0.340072782345952 0.337666373098577 0.33274231840041
"110" "cor_04_dataset_k48" 10.3926 9.12575 1.26685 3.44688033587482 4.23411575359746 0.328147067748997 0.179848472845396 0.324404156611836 0.327345822496681 0.329660087309503 0.324048003068261 0.339894765302243 0.337942142100394 0.340171110870141 0.339376253521842
"111" "cor_04_dataset_k49" 10.38086 9.13504 1.24582 3.43329630757897 4.2406655174442 0.322905379620242 0.179447902989239 0.326008335641924 0.324583443465926 0.323400143539826 0.326248887448857 0.338729586401386 0.336515886803047 0.338279298904278 0.33557044566509
"112" "cor_04_dataset_k50" 10.40252 9.91759 0.48493 3.45985221582852 4.23465440323991 0.125411561582314 0.177129773288411 0.329482499118225 0.32009148975096 0.328748846149731 0.318769889332452 0.340964741962884 0.341009286541785 0.33624121495358 0.336476524511695
"113" "cor_04_dataset_k51" 10.38112 9.92837 0.45275 3.45686375847681 4.24115067130256 0.117021965511371 0.177826987376752 0.322815634284515 0.328701273872836 0.330971334425963 0.325092379544117 0.339844709889367 0.335762493798358 0.339590792163604 0.338679327431607
"114" "cor_04_dataset_k52" 10.41049 9.93748 0.473009999999999 3.44282826910738 4.25136354485474 0.122279197100731 0.18063345134844 0.327025935157807 0.330914830270021 0.324113799675073 0.332331815816349 0.345397211241999 0.335958899472955 0.338594953810659 0.340647010118307
"115" "cor_04_dataset_k53" 10.40913 9.43207 0.97706 3.45727380612553 4.2356091555937 0.252726368891538 0.177903143617856 0.324595416422771 0.322409689993195 0.328646944931499 0.325597242518714 0.337166868093817 0.338057281073318 0.333917032301379 0.337374104644759
"116" "cor_04_dataset_k54" 10.38625 9.42856 0.957690000000001 3.46327892040315 4.22940128206724 0.247761676387384 0.177933273724955 0.327466258627983 0.321738258741528 0.327923040155497 0.322130382309229 0.339924002230365 0.340231887049343 0.340631179223419 0.33971185777235
"117" "cor_04_dataset_k55" 10.39951 9.45169 0.94782 3.4510724215682 4.23405779558501 0.245393030870144 0.174622491339346 0.325833416504841 0.328097223574054 0.324551537289048 0.32524667873306 0.341767132467744 0.343111600903865 0.334829128212277 0.338701781436658
"118" "cor_04_dataset_k56" 10.39279 9.49034 0.90245 3.44766368425762 4.22707054183552 0.233970845238176 0.173091675362746 0.324608380856327 0.324214081147582 0.32391442455192 0.324919592786895 0.334682834216792 0.3396200511372 0.335754921064691 0.336930973343281
"119" "cor_04_dataset_k57" 10.39646 9.5026 0.89386 3.46080904419652 4.22581966197307 0.231431937815699 0.178529850958867 0.325694775654725 0.324907488522161 0.327800310562299 0.329110544495669 0.339141916545864 0.338643677908879 0.340580544595698 0.342112118912444
"120" "cor_04_dataset_k58" 10.38999 9.5299 0.86009 3.45851375782635 4.22387788666339 0.222809049539822 0.182761425129629 0.326010565570434 0.327827191931535 0.331436774358985 0.331632959297687 0.337134583607639 0.338962217309013 0.331945504718361 0.333959154950242
"121" "cor_04_dataset_k59" 10.38068 9.56578 0.8149 3.45267750411467 4.22103200209518 0.211330780588823 0.178447883883973 0.324434983443441 0.329936082053335 0.331534453919254 0.326751325819037 0.335984268356452 0.340499118404596 0.342674148241639 0.336414845960044
"122" "cor_04_dataset_k60" 10.39001 9.57987 0.810140000000001 3.45142308665762 4.23012053283322 0.209856037769158 0.175193955504711 0.321230694724733 0.320278202949422 0.323663787817616 0.330189188462499 0.342604799120668 0.337596268855207 0.338991064308801 0.332713402513584
"123" "cor_04_dataset_k61" 10.39051 9.60951 0.781000000000001 3.4317677238119 4.24238936668658 0.202414162534807 0.172324572408167 0.325434040019472 0.324355269383771 0.324202507794858 0.32956516176579 0.343090449342175 0.340046359400999 0.336375226240468 0.341276310969256
"124" "cor_04_dataset_k62" 10.39158 9.61515 0.77643 3.45170454214182 4.22641208391835 0.201223233301584 0.183332641950045 0.320505534311203 0.322050891624942 0.323914178880964 0.325424521788135 0.336281001238535 0.337524919996394 0.33916846526969 0.33962283652656
